stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening G:\Priprema Za Posao\VisualStudio\Game1\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.03086] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03087] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03089] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03090] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03092] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03094] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03096] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03097] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03099] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03100] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03102] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03103] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03105] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03107] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03109] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03110] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03112] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03113] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03115] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03117] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03118] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03120] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03122] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03123] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03125] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03127] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03128] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03130] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03132] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03133] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03135] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03137] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03138] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03140] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03142] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03143] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03145] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03147] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03148] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03150] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03152] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03153] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03155] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03156] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03158] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03160] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03162] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03163] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03165] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03166] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03168] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03170] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03172] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03173] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03175] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03176] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03178] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03180] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03182] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03183] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03185] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03186] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03188] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03190] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.03191] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03194] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03196] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03199] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03201] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03202] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03204] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03206] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03207] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03209] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03211] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03212] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03214] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.03215] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.03217] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.03224] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.03250] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.03256] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.04644] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.07593] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.07596] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.07599] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.07606] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.07609] Returning d3d_display: 0343D000
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.07611] al_display=0343D000
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.07613] al_display->vt=034196C8
system   D            wsystem.c:738  maybe_parent_dir                 [   0.07625] Also searching G:\Priprema Za Posao\VisualStudio\Game1\
system   D            wsystem.c:788  _al_win_safe_load_library        [   0.07637] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:699  load_library_at_path             [   0.07639] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:702  load_library_at_path             [   0.07685] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.07688] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.07706] added dtor for queue 06F60340, func 0F9A2392
dtor     D               dtor.c:196  _al_register_destructor          [   0.07711] added dtor for timer 0348E160, func 0F9A173A
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.07714] opening arial.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.07749] Font arial.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.07751]     ascent=22.0, descent=-6.0, height=28.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.07753] added dtor for ttf_font 033F76F0, func 6FE5105F
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.07757] opening ball.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07773] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07775] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07777] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07778] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07780] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07783] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07784] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07785] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.07787] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.07788] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.07789] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.07791] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.07792] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.07816] added dtor for bitmap 09AE8C48, func 0F9A2243
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.08023] opening brick.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08033] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08035] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08037] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08038] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08039] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08041] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08042] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08043] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08045] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08046] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08047] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08049] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.08050] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.08070] added dtor for bitmap 09AE7638, func 0F9A2243
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.08087] opening paddle.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08099] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08101] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08102] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08104] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08105] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08106] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08108] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08109] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.08110] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.08112] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.08113] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.08115] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.08117] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.08134] added dtor for bitmap 09AE5CA0, func 0F9A2243
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11446] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11448] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11450] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11451] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11453] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11454] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11455] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11457] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.11459] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.11461] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.11462] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.11463] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.11465] Chose bitmap format 9
font     D                ttf.c:238  alloc_glyph_region               [   0.11511] Glyph 11: 9x24 (12x24)
font     D                ttf.c:282  alloc_glyph_region               [   0.11513] Locking glyph region: 09AEDD20 0 0 12 24
font     D                ttf.c:166  unlock_current_page              [   0.11653] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11660] Glyph 39: 18x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11662] Locking glyph region: 09AEDD20 12 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11837] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11843] Glyph 12: 9x24 (12x24)
font     D                ttf.c:282  alloc_glyph_region               [   0.11844] Locking glyph region: 09AEDD20 32 0 12 24
font     D                ttf.c:166  unlock_current_page              [   0.11848] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11853] Glyph 40: 16x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11854] Locking glyph region: 09AEDD20 44 0 16 20
font     D                ttf.c:166  unlock_current_page              [   0.11859] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11863] Glyph 41: 15x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11865] Locking glyph region: 09AEDD20 60 0 16 20
font     D                ttf.c:166  unlock_current_page              [   0.11872] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11878] Glyph 36: 20x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11880] Locking glyph region: 09AEDD20 76 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11884] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11891] Glyph 56: 17x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11892] Locking glyph region: 09AEDD20 96 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11896] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11900] Glyph 47: 14x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11901] Locking glyph region: 09AEDD20 116 0 16 20
font     D                ttf.c:166  unlock_current_page              [   0.11905] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11909] Glyph 55: 17x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11910] Locking glyph region: 09AEDD20 132 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11914] Unlocking page: 09AEDD20
font     D                ttf.c:440  cache_glyph                      [   0.11916] Glyph 3 has zero size.
font     D                ttf.c:238  alloc_glyph_region               [   0.11921] Glyph 42: 19x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11923] Locking glyph region: 09AEDD20 152 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11930] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11938] Glyph 48: 20x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11940] Locking glyph region: 09AEDD20 172 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.11949] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.11969] Glyph 54: 16x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.11971] Locking glyph region: 09AEDD20 192 0 16 20
font     D                ttf.c:166  unlock_current_page              [   0.12476] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12489] Glyph 60: 18x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12492] Locking glyph region: 09AEDD20 208 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.12504] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12515] Glyph 43: 17x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12517] Locking glyph region: 09AEDD20 228 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.12558] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12565] Glyph 53: 19x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12569] Locking glyph region: 09AEDD20 248 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.12574] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12583] Glyph 52: 19x21 (20x24)
font     D                ttf.c:282  alloc_glyph_region               [   0.12585] Locking glyph region: 09AEDD20 268 0 20 24
font     D                ttf.c:166  unlock_current_page              [   0.12592] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12597] Glyph 44: 5x19 (8x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12599] Locking glyph region: 09AEDD20 288 0 8 20
font     D                ttf.c:166  unlock_current_page              [   0.12603] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12611] Glyph 49: 17x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12613] Locking glyph region: 09AEDD20 296 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.12617] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12622] Glyph 51: 16x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12624] Locking glyph region: 09AEDD20 316 0 16 20
font     D                ttf.c:166  unlock_current_page              [   0.12627] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12631] Glyph 29: 5x15 (8x16)
font     D                ttf.c:282  alloc_glyph_region               [   0.12633] Locking glyph region: 09AEDD20 332 0 8 16
font     D                ttf.c:166  unlock_current_page              [   0.12636] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   0.12644] Glyph 50: 19x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   0.12645] Locking glyph region: 09AEDD20 340 0 20 20
font     D                ttf.c:166  unlock_current_page              [   0.12650] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12815] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12837] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12858] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12928] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12930] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   1.62555] Glyph 38: 18x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.62565] Locking glyph region: 09AEDD20 360 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.62576] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   1.62595] Glyph 19: 14x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.62601] Locking glyph region: 09AEDD20 380 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.62667] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [   1.62706] Glyph 22: 14x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.62714] Locking glyph region: 09AEDD20 396 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.62745] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.63179] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.63191] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   2.79889] Glyph 20: 9x19 (12x20)
font     D                ttf.c:282  alloc_glyph_region               [   2.79895] Locking glyph region: 09AEDD20 412 0 12 20
font     D                ttf.c:166  unlock_current_page              [   2.79902] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.80246] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.80252] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   4.10033] Glyph 21: 15x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   4.10043] Locking glyph region: 09AEDD20 424 0 16 20
font     D                ttf.c:166  unlock_current_page              [   4.10054] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.10516] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.10526] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   6.69888] Glyph 23: 15x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   6.69894] Locking glyph region: 09AEDD20 440 0 16 20
font     D                ttf.c:166  unlock_current_page              [   6.69901] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.70245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.70252] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   8.01574] Glyph 24: 14x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [   8.01583] Locking glyph region: 09AEDD20 456 0 16 20
font     D                ttf.c:166  unlock_current_page              [   8.01594] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.02074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.02084] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [   8.04874] Glyph 17: 5x4 (8x4)
font     D                ttf.c:282  alloc_glyph_region               [   8.04884] Locking glyph region: 09AEDD20 472 0 8 4
font     D                ttf.c:166  unlock_current_page              [   8.04893] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.05384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.05395] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [  10.06560] Glyph 25: 15x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [  10.06566] Locking glyph region: 09AEDD20 480 0 16 20
font     D                ttf.c:166  unlock_current_page              [  10.06573] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  10.06900] _al_d3d_sync_bitmap (system) ref count == 1
